,Year,Month,Day,Time,End Year,End Month,End Day,End Time,Display Date,Headline,Text,Media,Media Credit,Media Caption,Media Thumbnail,Type,Group,Background
359,1582,,,,1584,,,,,"A Domestic Scene Drawing Pen and with brown and gray-black ink, brush with gray and brown wash, over black chalk","Pen and with brown and gray-black ink, brush with gray and brown wash, over black chalk",https://images.metmuseum.org/CRDImages/dp/original/DP808292.jpg,Annibale Carracci,"Italian, Bologna 1560–1609 Rome",,,,
360,1817,,,,1827,,,,,An Old Maid's Delight Print Hand-colored etching,Hand-colored etching,https://images.metmuseum.org/CRDImages/dp/original/DP884724.jpg,Thomas Rowlandson,"British, London 1757–1827 London",,,,
362,1889,,,,1889,,,,,"Young Girl with a Cat, after a portrait of Julie Manet by Renoir Print Drypoint on laid paper",Drypoint on laid paper,https://images.metmuseum.org/CRDImages/dp/original/DP884477.jpg,Berthe Morisot,"French, Bourges 1841–1895 Paris",,,,
363,1836,,,,1836,,,,,Study of Cats Print Lithograph,Lithograph,https://images.metmuseum.org/CRDImages/dp/original/DP874145.jpg,Antoine-Louis Barye,"French, Paris 1795–1875 Paris",,,,
366,1797,,,,1852,,,,,"The Enchanted Island Before the Cell of Prospero - Prospero, Miranda, Caliban and Ariel (Shakespeare, The Tempest, Act 1, Scene 2) Print Stipple engraving; fourth state of four",Stipple engraving; fourth state of four,https://images.metmuseum.org/CRDImages/dp/original/DP859557.jpg,Peter Simon,"British, London ca. 1764–1813 Paris",,,,
375,1836,,,,1836,,,,,"""The Female Cat"" from The Complete Works of Béranger Print Wood engraving",Wood engraving,https://images.metmuseum.org/CRDImages/dp/original/DP887527.jpg,J. J. Grandville,"French, Nancy 1803–1847 Vanves",,,,
376,1444,,,,1454,,,,,"The Triumph of Fame; (reverse) Impresa of the Medici Family and Arms of the Medici and Tornabuoni Families Painting, birth tray Tempera, silver, and gold on wood","Tempera, silver, and gold on wood",https://images.metmuseum.org/CRDImages/ep/original/DP164870.jpg,Giovanni di ser Giovanni Guidi (called Scheggia),"Italian, San Giovanni Valdarno 1406–1486 Florence",,,,
377,1835,,,,1839,,,,,Cat; Seated Woman Leaning on a Table or Ledge (from Sketchbook) Drawing Graphite on off-white wove paper,Graphite on off-white wove paper,https://images.metmuseum.org/CRDImages/ad/original/246943.jpg,Francis William Edmonds,"American, Hudson, New York 1806–1863 Bronxville, New York",,,,
378,1835,,,,1839,,,,,Two Cats (from Sketchbook) Drawing Graphite on off-white wove paper,Graphite on off-white wove paper,https://images.metmuseum.org/CRDImages/ad/original/246938.jpg,Francis William Edmonds,"American, Hudson, New York 1806–1863 Bronxville, New York",,,,
379,1746,,,,1771,,,,,"Concert of Cats, after the painting in the collection of the Duc de Choiseul Print Etching and engraving",Etching and engraving,https://images.metmuseum.org/CRDImages/dp/original/DP825762.jpg,Balthasar Anton Dunker,"Swiss, Saalstratsund 1746–1807 Bern",,,,
384,1888,,,,1888,,,,,"American Wild Cat, from the Wild Animals of the World series (N25) for Allen & Ginter Cigarettes Print Commercial color lithograph",Commercial color lithograph,https://images.metmuseum.org/CRDImages/dp/original/DP836475.jpg,Allen & Ginter,"American, Richmond, Virginia",,,,
393,1853,,,,1856,,,,,Feeding Poor Puss Photograph Salted paper print,Salted paper print,https://images.metmuseum.org/CRDImages/ph/original/DP143471.jpg,John Dillwyn Llewelyn,"British, Swansea, Wales 1810–1882 Swansea, Wales",,,,
395,1886,,,,1886,,,,,Le Singe et le chat Print Etching; fifth state of five,Etching; fifth state of five,https://images.metmuseum.org/CRDImages/dp/original/DP814164.jpg,Félix Bracquemond,"French, Paris 1833–1914 Sèvres",,,,
396,1861,,,,1910,,,,,Giorgio de Castiglione Photograph Gelatin silver print from glass negative,Gelatin silver print from glass negative,https://images.metmuseum.org/CRDImages/ph/original/DP158939.jpg,Pierre-Louis Pierson,"French, 1822–1913",,,,
397,1860,,,,1864,,,,,Le Chat Momifié (trouvé dans les fouilles de Saint-Germain-en-Laye) Photograph Albumen silver print from glass negative,Albumen silver print from glass negative,https://images.metmuseum.org/CRDImages/ph/original/DP158026.jpg,Charles Marville,"French, Paris 1813–1879 Paris",,,,
399,1800,,,,1800,,,,,"Laughter (Le Brun Travested, or Caricatures of the Passions) Print Etching, printed in brown ink","Etching, printed in brown ink",https://images.metmuseum.org/CRDImages/dp/original/DP817262.jpg,Thomas Rowlandson,"British, London 1757–1827 London",,,,
402,1654,,,,1654,,,,,Virgin and Child with the Cat: and Joseph at the Window Print Etching; second of four states,Etching; second of four states,https://images.metmuseum.org/CRDImages/dp/original/DP814798.jpg,Rembrandt (Rembrandt van Rijn),"Dutch, Leiden 1606–1669 Amsterdam",,,,
404,1700,,,,1799,,,,,"The Third Princess and a Cat, from the ""New Herbs I"" (Wakana I)
 chapter The Tale of Genji (Genji monogatari} Hanging scroll Hanging scroll; ink and color on paper",Hanging scroll; ink and color on paper,https://images.metmuseum.org/CRDImages/as/original/DP-12232-026.jpg,Matsuno Chikanobu,"Japanese, active early 18th century",,,,
406,1845,,,,1855,,,,,"Sketches of Five Statues:  Love, Aristides, Putto with a Cat, Psyche, and Putto with a Dog Drawing Graphite, with inscriptions in pen and brown ink","Graphite, with inscriptions in pen and brown ink",https://images.metmuseum.org/CRDImages/dp/original/DP804260.jpg,John Gibson,"British, Gwynedd, Wales 1790–1866 Rome",,,,
407,1710,,,,1720,,,,,An Allegory Painting Oil on canvas,Oil on canvas,https://images.metmuseum.org/CRDImages/ep/original/EP542.jpg,Domenico Guidobono,"Italian, Genoese, 1668–1746",,,,
408,1650,,,,1650,,,,,"Interior of the Oude Kerk, Delft Painting Oil on wood",Oil on wood,https://images.metmuseum.org/CRDImages/ep/original/DP145954.jpg,Emanuel de Witte,"Dutch, Alkmaar ca. 1616–1692 Amsterdam",,,,
412,1605,,,,1605,,,,,The Golden Age Painting Oil on copper,Oil on copper,https://images.metmuseum.org/CRDImages/ep/original/DP145413.jpg,Joachim Wtewael,"Netherlandish, Utrecht 1566–1638 Utrecht",,,,
413,1854,,,,1864,,,,,After the Hunt Painting Oil on canvas,Oil on canvas,https://images.metmuseum.org/CRDImages/ep/original/DT1963.jpg,Gustave Courbet,"French, Ornans 1819–1877 La Tour-de-Peilz",,,,
414,1857,,,,1857,,,,,Hunting Dogs with Dead Hare Painting Oil on canvas,Oil on canvas,https://images.metmuseum.org/CRDImages/ep/original/DT1961.jpg,Gustave Courbet,"French, Ornans 1819–1877 La Tour-de-Peilz",,,,
416,1631,,,,1641,,,,,Wives at Table During the Absence of their Husbands Print Etching,Etching,https://images.metmuseum.org/CRDImages/dp/original/DP818214.jpg,Abraham Bosse,"French, Tours 1602/04–1676 Paris",,,,
417,1580,,,,1590,,,,,The Annunciation Print Etching and engraving,Etching and engraving,https://images.metmuseum.org/CRDImages/dp/original/MM8399.jpg,Federico Barocci,"Italian, Urbino ca. 1535–1612 Urbino",,,,
418,1884,,,,1884,,,,,"Study for ""A Sunday on La Grande Jatte"" Painting Oil on canvas",Oil on canvas,https://images.metmuseum.org/CRDImages/ep/original/DP259921.jpg,Georges Seurat,"French, Paris 1859–1891 Paris",,,,
420,1867,,,,1867,,,,,"Olympia (small plate) Print Etching on laid paper, sixth and final state","Etching on laid paper, sixth and final state",https://images.metmuseum.org/CRDImages/dp/original/DP815246.jpg,Edouard Manet,"French, Paris 1832–1883 Paris",,,,
421,1867,,,,1867,,,,,"Olympia (small plate) Print Etching in brown ink on laid paper with partial watermark (fleur de lis in a cartouche),  final state of six","Etching in brown ink on laid paper with partial watermark (fleur de lis in a cartouche),  final state of six",https://images.metmuseum.org/CRDImages/dp/original/DP815239.jpg,Edouard Manet,"French, Paris 1832–1883 Paris",,,,
429,1632,,,,1632,,,,,The Surgeon Print Etching and engraving; first state of two,Etching and engraving; first state of two,https://images.metmuseum.org/CRDImages/dp/original/DP818225.jpg,Abraham Bosse,"French, Tours 1602/04–1676 Paris",,,,
430,1895,,,,1895,,,,,"Miss May Belfort (Medium Plate) Print Crayon, brush, and spatter lithograph printed in dark olive green on wove paper; only state","Crayon, brush, and spatter lithograph printed in dark olive green on wove paper; only state",https://images.metmuseum.org/CRDImages/dp/original/DP835762.jpg,Henri de Toulouse-Lautrec,"French, Albi 1864–1901 Saint-André-du-Bois",,,,
431,1754,,,,1754,,,,,Ink Play Album Album of twelve paintings; ink and color on paper,Album of twelve paintings; ink and color on paper,https://images.metmuseum.org/CRDImages/as/original/DT4237.jpg,Jin Nong,"Chinese, 1687–1773",,,,
432,1737,,,,1737,,,,,The Distrest Poet Print Engraving; second state of three,Engraving; second state of three,https://images.metmuseum.org/CRDImages/dp/original/DP827037.jpg,William Hogarth,"British, London 1697–1764 London",,,,
433,1740,,,,1740,,,,,The Distrest Poet Print Etching and engraving; third state of three,Etching and engraving; third state of three,https://images.metmuseum.org/CRDImages/dp/original/DP827029.jpg,William Hogarth,"British, London 1697–1764 London",,,,
434,1740,,,,1740,,,,,The Distrest Poet Print Etching and engraving; third state of three,Etching and engraving; third state of three,https://images.metmuseum.org/CRDImages/dp/original/DP827034.jpg,William Hogarth,"British, London 1697–1764 London",,,,
435,1740,,,,1740,,,,,The Distrest Poet Print Etching and engraving; third state of three,Etching and engraving; third state of three,https://images.metmuseum.org/CRDImages/dp/original/DP827028.jpg,William Hogarth,"British, London 1697–1764 London",,,,
436,1738,,,,1738,,,,,Strolling Actresses Dressing in a Barn Print Etching and engraving; second state of four,Etching and engraving; second state of four,https://images.metmuseum.org/CRDImages/dp/original/DP827022.jpg,William Hogarth,"British, London 1697–1764 London",,,,
437,1738,,,,1738,,,,,Strolling Actresses Dressing in a Barn Print Etching and engraving; fourth state of four,Etching and engraving; fourth state of four,https://images.metmuseum.org/CRDImages/dp/original/DP827021.jpg,William Hogarth,"British, London 1697–1764 London",,,,
438,1751,,,,1751,,,,,The First Stage of Cruelty (The Four Stages of Cruelty) Print Etching and engraving; first state of two,Etching and engraving; first state of two,https://images.metmuseum.org/CRDImages/dp/original/DP835450.jpg,William Hogarth,"British, London 1697–1764 London",,,,
439,1725,,,,1768,,,,,"Hudibras beats Sidrophel and his man Whacum (Twelve Large Illustrations for Samuel Butler's Hudibras, Plate 8) Print Etching and engraving; second state of two",Etching and engraving; second state of two,https://images.metmuseum.org/CRDImages/dp/original/DP826953.jpg,William Hogarth,"British, London 1697–1764 London",,,,
440,1747,,,,1747,,,,,"The Idle 'Prentice Returned from Sea and in a Garret with a Common Prostitute (Industry and Idleness, plate 7) Print Etching and engraving; second state of two",Etching and engraving; second state of two,https://images.metmuseum.org/CRDImages/dp/original/DP825284.jpg,William Hogarth,"British, London 1697–1764 London",,,,
441,1747,,,,1747,,,,,"The Idle 'Prentice Returned from Sea and in a Garret with a Common Prostitute: Industry and Idleness, plate 7 Print Etching and engraving; only state",Etching and engraving; only state,https://images.metmuseum.org/CRDImages/dp/original/DP824997.jpg,William Hogarth,"British, London 1697–1764 London",,,,
442,1747,,,,1747,,,,,"The Fellow 'Prentices at their Looms: Industry and Idleness, plate 1 Print Etching and engraving; second state of two",Etching and engraving; second state of two,https://images.metmuseum.org/CRDImages/dp/original/DP824992.jpg,William Hogarth,"British, London 1697–1764 London",,,,
443,1747,,,,1747,,,,,"The Fellow 'Prentices at their Looms (Industry and Idleness, plate 1) Print Etching and engraving; second state of two",Etching and engraving; second state of two,https://images.metmuseum.org/CRDImages/dp/original/DP825269.jpg,William Hogarth,"British, London 1697–1764 London",,,,
446,1570,,,,1570,,,,,"Child Birth, from The Course of Human Life Print Engraving",Engraving,https://images.metmuseum.org/CRDImages/dp/original/DP880870.jpg,Pieter Jalhea Furnius,"Flemish, 1545–1610",,,,
447,1851,,,,1851,,,,,Some of the Drolleries of the Great Exhibition Print Etching,Etching,https://images.metmuseum.org/CRDImages/dp/original/DP877851.jpg,George Cruikshank,"British, London 1792–1878 London",,,,
459,1860,,,,1860,,,,,The Potion Print Lithograph,Lithograph,https://images.metmuseum.org/CRDImages/dp/original/DP882964.jpg,Célestin Nanteuil,"French (born Italy), Rome 1813–1873 Bourron-Marlotte",,,,
460,1739,,,,1739,,,,,The Washerwoman Print Engraving,Engraving,https://images.metmuseum.org/CRDImages/dp/original/DP889041.jpg,Charles Nicolas Cochin I,"French, Paris 1688–1754 Paris",,,,
463,1745,,,,1800,,,,,The Small Household Print Etching and engraving,Etching and engraving,https://images.metmuseum.org/CRDImages/dp/original/DP826120.jpg,Jacques Gabriel Huquier,"French, Paris 1730–1805 Shrewsbury",,,,
464,1745,,,,1800,,,,,The Small Household Print Etching and engraving,Etching and engraving,https://images.metmuseum.org/CRDImages/dp/original/DP826119.jpg,Jacques Gabriel Huquier,"French, Paris 1730–1805 Shrewsbury",,,,
465,1747,,,,1747,,,,,"The Industrious 'Prentice a Favorite and Entrusted by his Master (Industry and Idleness, plate 4) Print Etching and engraving; second state of two",Etching and engraving; second state of two,https://images.metmuseum.org/CRDImages/dp/original/DP825272.jpg,William Hogarth,"British, London 1697–1764 London",,,,
466,1898,,,,1899,,,,,Eve Print Woodcut on japan tissue,Woodcut on japan tissue,https://images.metmuseum.org/CRDImages/dp/original/DP825438.jpg,Paul Gauguin,"French, Paris 1848–1903 Atuona, Hiva Oa, Marquesas Islands",,,,
467,1770,,,,1786,,,,,La Peinture Print Etching and engraving,Etching and engraving,https://images.metmuseum.org/CRDImages/dp/original/DP888067.jpg,Claude Augustin Duflos le Jeune,"French, Paris 1700–1786 Paris",,,,
468,1816,,,,1816,,,,,"The Antiquary's Last Will and Testament (from The English Dance of Death, vol. I, plate 2) Print Hand-colored etching",Hand-colored etching,https://images.metmuseum.org/CRDImages/dp/original/DP884171.jpg,Thomas Rowlandson,"British, London 1757–1827 London",,,,
469,1815,,,,1815,,,,,Getting into his Billet Print Hand-colored etching and aquatint,Hand-colored etching and aquatint,https://images.metmuseum.org/CRDImages/dp/original/DP884203.jpg,Thomas Rowlandson,"British, London 1757–1827 London",,,,
470,1795,,,,1805,,,,,The Distressed Poet Print Engraving,Engraving,https://images.metmuseum.org/CRDImages/dp/original/DP847426.jpg,Dent,"British, active ca. 1800",,,,
471,1795,,,,1805,,,,,The First Stage of Cruelty Print Engraving,Engraving,https://images.metmuseum.org/CRDImages/dp/original/DP847432.jpg,Dent,"British, active ca. 1800",,,,
472,1857,,,,1871,,,,,My Little White Kitties – Into Mischief Print Hand-colored lithograph,Hand-colored lithograph,https://images.metmuseum.org/CRDImages/dp/original/DT270088.jpg,Currier & Ives,"American, active New York, 1857–1907",,,,
473,1868,,,,1878,,,,,Pussy's Return Print Hand-colored lithograph,Hand-colored lithograph,https://images.metmuseum.org/CRDImages/dp/original/DT257847.jpg,Currier & Ives,"American, active New York, 1857–1907",,,,
474,1737,,,,1776,,,,,La Femme au petit Chien Print Crayon-manner etching printed in red and black ink,Crayon-manner etching printed in red and black ink,https://images.metmuseum.org/CRDImages/dp/original/DP889541.jpg,Gilles Demarteau,"French, Liège 1722–1776 Paris",,,,
475,1825,,,,1825,,,,,Fear Print Lithograph with hand-coloring,Lithograph with hand-coloring,https://images.metmuseum.org/CRDImages/dp/original/DP874345.jpg,Louis Léopold Boilly,"French, La Bassée 1761–1845 Paris",,,,
476,1732,,,,1732,,,,,"A Harlot's Progress, Plate 3 Print Etching and engraving; first state of three",Etching and engraving; first state of three,https://images.metmuseum.org/CRDImages/dp/original/DP826941.jpg,William Hogarth,"British, London 1697–1764 London",,,,
477,1732,,,,1732,,,,,"A Harlot's Progress, Plate 4 Print Etching and engraving; first state of three",Etching and engraving; first state of three,https://images.metmuseum.org/CRDImages/dp/original/DP826994.jpg,William Hogarth,"British, London 1697–1764 London",,,,
478,1748,,,,1758,,,,,The Little Farm Girl Print Etching and engraving,Etching and engraving,https://images.metmuseum.org/CRDImages/dp/original/DP826212.jpg,Claude Augustin Duflos le Jeune,"French, Paris 1700–1786 Paris",,,,
479,1732,,,,1732,,,,,"A Harlot's Progress, Plate 3 Print Etching and engraving; third state of three",Etching and engraving; third state of three,https://images.metmuseum.org/CRDImages/dp/original/DP825203.jpg,William Hogarth,"British, London 1697–1764 London",,,,
480,1630,,,,1630,,,,,Six Men and Women Beggars Print Etching; only state,Etching; only state,https://images.metmuseum.org/CRDImages/dp/original/DP823904.jpg,Wenceslaus Hollar,"Bohemian, Prague 1607–1677 London",,,,
481,1801,,,,1801,,,,,The Old Maid's Prayer!! Print Hand-colored etching,Hand-colored etching,https://images.metmuseum.org/CRDImages/dp/original/DP873662.jpg,Thomas Rowlandson,"British, London 1757–1827 London",,,,
482,1872,,,,1872,,,,,Kitty in Clover Print Lithograph,Lithograph,https://images.metmuseum.org/CRDImages/dp/original/DP-20368-001.jpg,Currier & Ives,"American, active New York, 1857–1907",,,,
